2026-05-03 20:01:33 | Amb:55.5 | Hum:50 | Wind:0.0 | Pres:28.99 | SkyDiff:53.5
2026-05-12 19:39:24 | Amb:64.0 | Hum:44 | Wind:0.0 | Pres:29.03 | SkyDiff:37.4
2026-05-12 19:54:24 | Amb:63.8 | Hum:46 | Wind:0.0 | Pres:29.02 | SkyDiff:33.0
2026-05-12 20:09:24 | Amb:63.4 | Hum:48 | Wind:0.0 | Pres:29.02 | SkyDiff:32.2
2026-05-12 20:24:24 | Amb:62.8 | Hum:50 | Wind:0.0 | Pres:29.01 | SkyDiff:33.1
2026-05-12 20:39:24 | Amb:62.8 | Hum:53 | Wind:0.0 | Pres:29.01 | SkyDiff:30.8
2026-05-12 20:54:24 | Amb:62.4 | Hum:56 | Wind:0.0 | Pres:29.00 | SkyDiff:28.6
2026-05-12 21:09:24 | Amb:62.4 | Hum:57 | Wind:0.0 | Pres:29.00 | SkyDiff:28.6
2026-05-12 21:24:26 | Amb:62.1 | Hum:58 | Wind:0.0 | Pres:28.99 | SkyDiff:27.6
2026-05-12 21:39:26 | Amb:61.8 | Hum:60 | Wind:0.0 | Pres:28.99 | SkyDiff:26.6
2026-05-12 21:54:27 | Amb:62.0 | Hum:61 | Wind:0.0 | Pres:28.98 | SkyDiff:28.4
2026-05-12 22:09:29 | Amb:61.4 | Hum:62 | Wind:0.0 | Pres:28.97 | SkyDiff:36.1
2026-05-12 22:24:29 | Amb:61.0 | Hum:63 | Wind:0.0 | Pres:28.97 | SkyDiff:42.1
2026-05-12 22:39:30 | Amb:60.2 | Hum:65 | Wind:0.0 | Pres:28.96 | SkyDiff:43.0
2026-05-12 22:54:32 | Amb:60.4 | Hum:65 | Wind:0.0 | Pres:28.95 | SkyDiff:44.5
2026-05-12 23:09:32 | Amb:60.8 | Hum:63 | Wind:0.0 | Pres:28.95 | SkyDiff:45.0
2026-05-12 23:24:33 | Amb:62.0 | Hum:60 | Wind:0.0 | Pres:28.94 | SkyDiff:32.9
2026-05-12 23:39:34 | Amb:63.4 | Hum:56 | Wind:0.0 | Pres:28.99 | SkyDiff:9.6
2026-05-12 23:54:35 | Amb:57.7 | Hum:76 | Wind:0.0 | Pres:29.01 | SkyDiff:8.1
2026-05-13 00:09:36 | Amb:55.8 | Hum:81 | Wind:0.0 | Pres:29.01 | SkyDiff:18.4
2026-05-13 00:24:36 | Amb:54.6 | Hum:82 | Wind:0.0 | Pres:29.01 | SkyDiff:22.9
2026-05-13 00:39:38 | Amb:53.7 | Hum:82 | Wind:0.0 | Pres:29.01 | SkyDiff:42.2
2026-05-13 00:54:40 | Amb:52.9 | Hum:84 | Wind:0.0 | Pres:29.01 | SkyDiff:41.5
2026-05-13 01:09:40 | Amb:52.7 | Hum:84 | Wind:0.0 | Pres:29.01 | SkyDiff:41.6
2026-05-13 01:24:41 | Amb:53.0 | Hum:83 | Wind:0.0 | Pres:29.01 | SkyDiff:37.8
2026-05-13 01:39:42 | Amb:52.8 | Hum:83 | Wind:0.0 | Pres:29.01 | SkyDiff:43.6
2026-05-13 01:54:42 | Amb:52.4 | Hum:84 | Wind:0.0 | Pres:29.01 | SkyDiff:33.6
2026-05-13 02:09:43 | Amb:51.8 | Hum:85 | Wind:0.0 | Pres:29.01 | SkyDiff:46.0
2026-05-13 02:24:45 | Amb:51.5 | Hum:84 | Wind:0.0 | Pres:29.02 | SkyDiff:46.6
2026-05-13 02:39:46 | Amb:51.3 | Hum:80 | Wind:0.0 | Pres:29.02 | SkyDiff:12.8
2026-05-13 02:54:47 | Amb:51.2 | Hum:76 | Wind:0.0 | Pres:29.02 | SkyDiff:15.2
2026-05-13 03:09:48 | Amb:50.9 | Hum:76 | Wind:0.0 | Pres:29.02 | SkyDiff:13.2
2026-05-13 03:24:48 | Amb:51.0 | Hum:71 | Wind:0.0 | Pres:29.02 | SkyDiff:15.7
2026-05-13 03:39:50 | Amb:50.5 | Hum:71 | Wind:0.0 | Pres:29.03 | SkyDiff:32.3
2026-05-13 03:54:51 | Amb:49.5 | Hum:71 | Wind:0.0 | Pres:29.03 | SkyDiff:51.5
2026-05-13 04:09:52 | Amb:49.1 | Hum:69 | Wind:0.0 | Pres:29.03 | SkyDiff:51.5
2026-05-13 04:24:54 | Amb:48.9 | Hum:70 | Wind:0.0 | Pres:29.04 | SkyDiff:19.6
2026-05-13 04:39:55 | Amb:48.9 | Hum:69 | Wind:0.0 | Pres:29.04 | SkyDiff:17.6
2026-05-13 04:54:55 | Amb:48.1 | Hum:68 | Wind:0.0 | Pres:29.04 | SkyDiff:37.5
2026-05-13 05:09:55 | Amb:47.6 | Hum:68 | Wind:0.0 | Pres:29.05 | SkyDiff:32.9
2026-05-13 05:24:56 | Amb:47.8 | Hum:69 | Wind:0.0 | Pres:29.05 | SkyDiff:11.3
2026-05-13 05:39:57 | Amb:47.7 | Hum:66 | Wind:0.0 | Pres:29.06 | SkyDiff:13.2
2026-05-13 05:54:57 | Amb:47.4 | Hum:66 | Wind:0.0 | Pres:29.06 | SkyDiff:8.9
2026-05-13 06:09:59 | Amb:47.2 | Hum:67 | Wind:0.0 | Pres:29.06 | SkyDiff:8.9
2026-05-13 06:25:00 | Amb:47.0 | Hum:66 | Wind:0.0 | Pres:29.07 | SkyDiff:9.5
2026-05-13 06:40:00 | Amb:46.3 | Hum:64 | Wind:0.0 | Pres:29.08 | SkyDiff:9.2
2026-05-13 06:55:01 | Amb:45.9 | Hum:64 | Wind:0.0 | Pres:29.09 | SkyDiff:10.3
2026-05-13 07:10:01 | Amb:45.5 | Hum:63 | Wind:0.0 | Pres:29.10 | SkyDiff:33.0
2026-05-13 07:25:03 | Amb:45.2 | Hum:65 | Wind:0.0 | Pres:29.10 | SkyDiff:9.0
2026-05-13 07:40:03 | Amb:44.9 | Hum:66 | Wind:0.0 | Pres:29.11 | SkyDiff:8.1
2026-05-13 07:55:04 | Amb:44.8 | Hum:67 | Wind:0.0 | Pres:29.11 | SkyDiff:8.8
2026-05-13 08:10:04 | Amb:45.6 | Hum:65 | Wind:0.0 | Pres:29.11 | SkyDiff:9.6
2026-05-13 08:25:05 | Amb:45.2 | Hum:66 | Wind:0.0 | Pres:29.12 | SkyDiff:8.5
2026-05-13 08:40:05 | Amb:44.6 | Hum:68 | Wind:0.0 | Pres:29.13 | SkyDiff:8.0
2026-05-13 08:55:06 | Amb:44.7 | Hum:68 | Wind:0.0 | Pres:29.14 | SkyDiff:8.0
2026-05-13 09:10:07 | Amb:44.4 | Hum:70 | Wind:0.0 | Pres:29.14 | SkyDiff:7.4
2026-05-13 09:25:08 | Amb:44.7 | Hum:68 | Wind:0.0 | Pres:29.14 | SkyDiff:8.2
2026-05-13 09:40:08 | Amb:45.9 | Hum:67 | Wind:0.0 | Pres:29.15 | SkyDiff:9.3
2026-05-13 09:55:09 | Amb:45.0 | Hum:68 | Wind:0.0 | Pres:29.15 | SkyDiff:7.8
2026-05-13 10:10:09 | Amb:45.3 | Hum:67 | Wind:0.0 | Pres:29.15 | SkyDiff:8.3
2026-05-13 10:25:10 | Amb:46.3 | Hum:66 | Wind:0.0 | Pres:29.16 | SkyDiff:9.3
2026-05-13 10:40:10 | Amb:46.4 | Hum:65 | Wind:0.0 | Pres:29.16 | SkyDiff:9.0
2026-05-13 10:55:11 | Amb:47.4 | Hum:64 | Wind:0.0 | Pres:29.16 | SkyDiff:10.1
2026-05-13 11:10:11 | Amb:47.4 | Hum:63 | Wind:0.0 | Pres:29.17 | SkyDiff:10.7
2026-05-13 11:25:12 | Amb:47.8 | Hum:61 | Wind:0.0 | Pres:29.17 | SkyDiff:10.4
2026-05-13 11:40:12 | Amb:46.4 | Hum:63 | Wind:0.0 | Pres:29.19 | SkyDiff:9.7
2026-05-13 11:55:13 | Amb:46.0 | Hum:65 | Wind:0.0 | Pres:29.19 | SkyDiff:9.4
2026-05-13 12:10:13 | Amb:45.4 | Hum:66 | Wind:0.0 | Pres:29.20 | SkyDiff:8.1
2026-05-13 12:25:14 | Amb:46.1 | Hum:64 | Wind:0.0 | Pres:29.20 | SkyDiff:9.6
2026-05-13 12:40:15 | Amb:46.3 | Hum:63 | Wind:0.0 | Pres:29.20 | SkyDiff:9.5
2026-05-13 12:55:15 | Amb:47.2 | Hum:62 | Wind:0.0 | Pres:29.21 | SkyDiff:10.6
2026-05-13 13:10:16 | Amb:46.7 | Hum:63 | Wind:0.0 | Pres:29.20 | SkyDiff:10.7
2026-05-13 13:25:18 | Amb:47.6 | Hum:59 | Wind:0.0 | Pres:29.20 | SkyDiff:11.1
2026-05-13 13:40:18 | Amb:46.7 | Hum:60 | Wind:0.0 | Pres:29.21 | SkyDiff:10.5
2026-05-13 13:55:19 | Amb:48.7 | Hum:57 | Wind:0.0 | Pres:29.21 | SkyDiff:13.4
2026-05-13 14:10:21 | Amb:46.9 | Hum:59 | Wind:0.0 | Pres:29.21 | SkyDiff:10.2
2026-05-13 14:25:23 | Amb:47.1 | Hum:59 | Wind:0.0 | Pres:29.22 | SkyDiff:10.8
2026-05-13 14:40:23 | Amb:47.3 | Hum:60 | Wind:0.0 | Pres:29.22 | SkyDiff:11.0
2026-05-13 14:52:32 | Amb:46.8 | Hum:61 | Wind:0.0 | Pres:29.23 | SkyDiff:10.1
2026-05-13 15:07:33 | Amb:46.9 | Hum:61 | Wind:0.0 | Pres:29.23 | SkyDiff:9.8
2026-05-13 15:22:34 | Amb:46.2 | Hum:62 | Wind:0.0 | Pres:29.24 | SkyDiff:9.6
2026-05-13 15:37:34 | Amb:45.9 | Hum:62 | Wind:0.0 | Pres:29.24 | SkyDiff:9.1
2026-05-13 15:52:34 | Amb:46.5 | Hum:62 | Wind:0.0 | Pres:29.24 | SkyDiff:9.7
2026-05-13 16:07:34 | Amb:46.2 | Hum:63 | Wind:0.0 | Pres:29.24 | SkyDiff:9.7
2026-05-13 16:22:35 | Amb:47.5 | Hum:60 | Wind:0.0 | Pres:29.23 | SkyDiff:11.3
2026-05-13 16:37:35 | Amb:48.2 | Hum:59 | Wind:0.0 | Pres:29.24 | SkyDiff:11.5
2026-05-13 16:52:35 | Amb:47.3 | Hum:60 | Wind:1.5 | Pres:29.23 | SkyDiff:10.3
2026-05-13 17:07:35 | Amb:47.1 | Hum:60 | Wind:0.0 | Pres:29.24 | SkyDiff:10.6
2026-05-13 17:22:35 | Amb:47.8 | Hum:60 | Wind:0.0 | Pres:29.24 | SkyDiff:10.9
2026-05-13 17:37:36 | Amb:47.4 | Hum:60 | Wind:0.0 | Pres:29.24 | SkyDiff:10.6
2026-05-13 17:52:36 | Amb:47.5 | Hum:60 | Wind:0.0 | Pres:29.25 | SkyDiff:10.4
2026-05-13 18:07:38 | Amb:48.1 | Hum:59 | Wind:0.8 | Pres:29.25 | SkyDiff:10.9
2026-05-13 18:22:38 | Amb:48.1 | Hum:59 | Wind:0.0 | Pres:29.25 | SkyDiff:13.4
2026-05-13 18:37:39 | Amb:48.7 | Hum:58 | Wind:0.0 | Pres:29.25 | SkyDiff:17.2
2026-05-13 18:52:39 | Amb:50.1 | Hum:56 | Wind:0.0 | Pres:29.26 | SkyDiff:18.2
2026-05-13 19:07:39 | Amb:49.8 | Hum:55 | Wind:0.0 | Pres:29.26 | SkyDiff:34.0
2026-05-13 19:22:40 | Amb:50.3 | Hum:54 | Wind:0.0 | Pres:29.26 | SkyDiff:41.9
2026-05-13 19:37:40 | Amb:49.3 | Hum:55 | Wind:0.0 | Pres:29.27 | SkyDiff:17.6
2026-05-13 19:52:40 | Amb:49.2 | Hum:56 | Wind:0.0 | Pres:29.27 | SkyDiff:20.8
2026-05-13 20:07:41 | Amb:48.4 | Hum:58 | Wind:0.0 | Pres:29.27 | SkyDiff:55.4
2026-05-13 20:22:41 | Amb:47.8 | Hum:59 | Wind:0.0 | Pres:29.27 | SkyDiff:55.3
2026-05-13 20:37:41 | Amb:48.0 | Hum:58 | Wind:0.0 | Pres:29.27 | SkyDiff:15.3
2026-05-13 20:52:41 | Amb:48.6 | Hum:57 | Wind:0.0 | Pres:29.27 | SkyDiff:21.9
2026-05-13 21:07:42 | Amb:48.3 | Hum:57 | Wind:0.0 | Pres:29.28 | SkyDiff:46.7
2026-05-13 21:22:42 | Amb:46.0 | Hum:64 | Wind:0.0 | Pres:29.28 | SkyDiff:53.1
2026-05-13 21:37:43 | Amb:44.6 | Hum:68 | Wind:0.0 | Pres:29.28 | SkyDiff:52.2
2026-05-13 21:52:44 | Amb:43.2 | Hum:72 | Wind:0.0 | Pres:29.28 | SkyDiff:51.5
2026-05-13 22:07:45 | Amb:41.4 | Hum:77 | Wind:0.0 | Pres:29.29 | SkyDiff:49.4
2026-05-13 22:22:47 | Amb:41.1 | Hum:79 | Wind:0.0 | Pres:29.29 | SkyDiff:49.4
2026-05-13 22:37:47 | Amb:40.5 | Hum:79 | Wind:0.0 | Pres:29.29 | SkyDiff:49.7
2026-05-13 22:52:49 | Amb:39.9 | Hum:81 | Wind:0.0 | Pres:29.30 | SkyDiff:48.5
2026-05-13 23:07:49 | Amb:39.2 | Hum:82 | Wind:0.0 | Pres:29.29 | SkyDiff:48.5
2026-05-13 23:22:50 | Amb:39.0 | Hum:82 | Wind:0.0 | Pres:29.29 | SkyDiff:48.3
2026-05-13 23:37:52 | Amb:38.5 | Hum:83 | Wind:0.0 | Pres:29.29 | SkyDiff:48.1
2026-05-13 23:52:52 | Amb:38.2 | Hum:84 | Wind:0.0 | Pres:29.29 | SkyDiff:48.5
2026-05-14 00:07:53 | Amb:38.2 | Hum:84 | Wind:0.0 | Pres:29.29 | SkyDiff:47.6
2026-05-14 00:22:54 | Amb:38.6 | Hum:84 | Wind:0.0 | Pres:29.29 | SkyDiff:48.3
2026-05-14 00:37:56 | Amb:38.6 | Hum:83 | Wind:0.0 | Pres:29.29 | SkyDiff:48.2
2026-05-14 00:52:56 | Amb:39.2 | Hum:82 | Wind:0.0 | Pres:29.29 | SkyDiff:48.0
2026-05-14 01:07:58 | Amb:39.2 | Hum:82 | Wind:0.0 | Pres:29.29 | SkyDiff:48.6
2026-05-14 01:22:58 | Amb:41.3 | Hum:78 | Wind:0.0 | Pres:29.29 | SkyDiff:10.5
2026-05-14 01:38:00 | Amb:42.2 | Hum:75 | Wind:0.0 | Pres:29.29 | SkyDiff:12.8
2026-05-14 01:53:01 | Amb:42.4 | Hum:75 | Wind:0.0 | Pres:29.29 | SkyDiff:14.3
2026-05-14 02:08:02 | Amb:42.5 | Hum:74 | Wind:0.0 | Pres:29.29 | SkyDiff:21.0
2026-05-14 02:23:03 | Amb:42.5 | Hum:74 | Wind:0.0 | Pres:29.29 | SkyDiff:20.7
2026-05-14 02:38:05 | Amb:42.7 | Hum:73 | Wind:0.0 | Pres:29.29 | SkyDiff:17.9
2026-05-14 02:53:06 | Amb:42.8 | Hum:73 | Wind:0.0 | Pres:29.29 | SkyDiff:19.5
2026-05-14 03:08:08 | Amb:42.9 | Hum:72 | Wind:0.0 | Pres:29.29 | SkyDiff:20.8
2026-05-14 03:23:08 | Amb:43.0 | Hum:71 | Wind:0.0 | Pres:29.29 | SkyDiff:15.2
2026-05-14 03:38:09 | Amb:43.2 | Hum:70 | Wind:0.0 | Pres:29.29 | SkyDiff:19.3
2026-05-14 03:53:10 | Amb:43.3 | Hum:70 | Wind:0.0 | Pres:29.29 | SkyDiff:18.2
2026-05-14 04:08:10 | Amb:43.1 | Hum:70 | Wind:0.0 | Pres:29.30 | SkyDiff:31.2
2026-05-14 04:23:10 | Amb:42.7 | Hum:72 | Wind:0.0 | Pres:29.30 | SkyDiff:38.3
2026-05-14 04:38:11 | Amb:42.2 | Hum:73 | Wind:0.0 | Pres:29.30 | SkyDiff:34.5
2026-05-14 04:53:11 | Amb:42.1 | Hum:74 | Wind:0.0 | Pres:29.31 | SkyDiff:38.3
2026-05-14 05:08:13 | Amb:42.0 | Hum:74 | Wind:0.0 | Pres:29.31 | SkyDiff:38.6
2026-05-14 05:23:14 | Amb:40.9 | Hum:77 | Wind:0.0 | Pres:29.30 | SkyDiff:51.5
2026-05-14 05:38:15 | Amb:40.0 | Hum:79 | Wind:0.0 | Pres:29.31 | SkyDiff:51.6
2026-05-14 05:53:15 | Amb:39.6 | Hum:80 | Wind:0.0 | Pres:29.31 | SkyDiff:47.9
2026-05-14 06:08:16 | Amb:39.3 | Hum:81 | Wind:0.0 | Pres:29.32 | SkyDiff:51.5
2026-05-14 06:23:16 | Amb:39.1 | Hum:81 | Wind:0.0 | Pres:29.32 | SkyDiff:51.5
2026-05-14 06:38:16 | Amb:39.1 | Hum:82 | Wind:0.0 | Pres:29.33 | SkyDiff:51.5
2026-05-14 06:53:17 | Amb:39.7 | Hum:81 | Wind:0.0 | Pres:29.33 | SkyDiff:52.5
2026-05-14 07:08:18 | Amb:41.0 | Hum:79 | Wind:0.0 | Pres:29.34 | SkyDiff:53.7
2026-05-14 07:23:19 | Amb:42.6 | Hum:74 | Wind:0.0 | Pres:29.34 | SkyDiff:54.7
2026-05-14 07:38:19 | Amb:45.5 | Hum:66 | Wind:0.0 | Pres:29.34 | SkyDiff:58.3
2026-05-14 07:53:20 | Amb:51.6 | Hum:52 | Wind:0.0 | Pres:29.34 | SkyDiff:64.5
2026-05-14 08:08:21 | Amb:53.4 | Hum:49 | Wind:0.0 | Pres:29.34 | SkyDiff:67.0
2026-05-14 08:23:22 | Amb:56.8 | Hum:44 | Wind:0.0 | Pres:29.35 | SkyDiff:70.1
2026-05-14 08:38:22 | Amb:56.4 | Hum:44 | Wind:0.0 | Pres:29.35 | SkyDiff:68.9
2026-05-14 08:53:24 | Amb:59.0 | Hum:40 | Wind:0.0 | Pres:29.36 | SkyDiff:70.7
2026-05-14 09:08:25 | Amb:58.7 | Hum:39 | Wind:0.0 | Pres:29.36 | SkyDiff:71.5
2026-05-14 09:23:26 | Amb:59.0 | Hum:38 | Wind:0.0 | Pres:29.36 | SkyDiff:71.0
2026-05-14 09:38:27 | Amb:63.0 | Hum:32 | Wind:0.0 | Pres:29.36 | SkyDiff:74.2
2026-05-14 09:53:29 | Amb:62.1 | Hum:33 | Wind:0.0 | Pres:29.36 | SkyDiff:73.9
2026-05-14 10:08:29 | Amb:66.3 | Hum:28 | Wind:0.0 | Pres:29.36 | SkyDiff:78.4
2026-05-14 10:23:30 | Amb:65.8 | Hum:28 | Wind:0.0 | Pres:29.35 | SkyDiff:75.1
2026-05-14 10:38:32 | Amb:65.8 | Hum:26 | Wind:0.0 | Pres:29.35 | SkyDiff:73.8
2026-05-14 10:53:33 | Amb:67.0 | Hum:25 | Wind:0.0 | Pres:29.35 | SkyDiff:74.7
2026-05-14 11:08:34 | Amb:66.1 | Hum:27 | Wind:0.0 | Pres:29.35 | SkyDiff:74.8
2026-05-14 11:23:36 | Amb:70.5 | Hum:23 | Wind:0.0 | Pres:29.34 | SkyDiff:77.2
2026-05-14 11:38:37 | Amb:67.1 | Hum:24 | Wind:0.0 | Pres:29.34 | SkyDiff:73.6
2026-05-14 11:53:38 | Amb:68.3 | Hum:23 | Wind:0.0 | Pres:29.33 | SkyDiff:73.2
2026-05-14 12:08:38 | Amb:69.5 | Hum:21 | Wind:0.0 | Pres:29.33 | SkyDiff:75.3
2026-05-14 12:23:39 | Amb:70.0 | Hum:22 | Wind:0.0 | Pres:29.33 | SkyDiff:75.1
2026-05-14 12:38:40 | Amb:72.4 | Hum:20 | Wind:0.0 | Pres:29.32 | SkyDiff:79.1
2026-05-14 12:53:41 | Amb:68.8 | Hum:20 | Wind:0.0 | Pres:29.32 | SkyDiff:73.7
2026-05-14 13:08:42 | Amb:74.2 | Hum:19 | Wind:0.0 | Pres:29.31 | SkyDiff:78.7
2026-05-14 13:23:43 | Amb:70.7 | Hum:19 | Wind:5.2 | Pres:29.31 | SkyDiff:74.0
2026-05-14 13:38:44 | Amb:81.8 | Hum:14 | Wind:0.0 | Pres:29.31 | SkyDiff:87.5
2026-05-14 13:53:45 | Amb:79.1 | Hum:15 | Wind:0.0 | Pres:29.31 | SkyDiff:82.6
2026-05-14 14:08:46 | Amb:74.5 | Hum:16 | Wind:0.0 | Pres:29.30 | SkyDiff:79.7
2026-05-14 14:23:46 | Amb:76.4 | Hum:16 | Wind:0.0 | Pres:29.30 | SkyDiff:81.3
2026-05-14 14:38:47 | Amb:77.7 | Hum:15 | Wind:0.8 | Pres:29.29 | SkyDiff:80.5
2026-05-14 14:53:48 | Amb:82.7 | Hum:12 | Wind:0.0 | Pres:29.28 | SkyDiff:85.0
2026-05-14 15:08:49 | Amb:80.2 | Hum:14 | Wind:0.0 | Pres:29.28 | SkyDiff:80.6
2026-05-14 15:23:50 | Amb:79.8 | Hum:14 | Wind:0.0 | Pres:29.28 | SkyDiff:80.8
2026-05-14 15:38:51 | Amb:82.0 | Hum:13 | Wind:0.0 | Pres:29.27 | SkyDiff:80.9
2026-05-14 15:53:52 | Amb:83.4 | Hum:12 | Wind:0.0 | Pres:29.27 | SkyDiff:82.4
2026-05-14 16:08:52 | Amb:75.7 | Hum:18 | Wind:0.0 | Pres:29.27 | SkyDiff:73.9
2026-05-14 16:23:53 | Amb:73.2 | Hum:19 | Wind:0.0 | Pres:29.26 | SkyDiff:70.3
2026-05-14 16:38:54 | Amb:72.9 | Hum:21 | Wind:0.0 | Pres:29.26 | SkyDiff:70.7
2026-05-14 16:53:54 | Amb:72.6 | Hum:21 | Wind:0.0 | Pres:29.26 | SkyDiff:70.6
2026-05-14 17:08:54 | Amb:68.0 | Hum:24 | Wind:0.0 | Pres:29.26 | SkyDiff:66.5
2026-05-14 17:23:55 | Amb:66.1 | Hum:25 | Wind:0.0 | Pres:29.26 | SkyDiff:65.1
2026-05-14 17:38:55 | Amb:66.5 | Hum:25 | Wind:0.0 | Pres:29.26 | SkyDiff:65.7
2026-05-14 17:53:55 | Amb:64.2 | Hum:26 | Wind:0.0 | Pres:29.27 | SkyDiff:63.2
2026-05-14 18:08:57 | Amb:63.5 | Hum:26 | Wind:0.0 | Pres:29.27 | SkyDiff:64.3
2026-05-14 18:23:57 | Amb:62.5 | Hum:26 | Wind:0.0 | Pres:29.28 | SkyDiff:64.0
2026-05-14 18:38:58 | Amb:63.3 | Hum:25 | Wind:0.0 | Pres:29.28 | SkyDiff:64.4
2026-05-14 18:53:58 | Amb:63.0 | Hum:24 | Wind:0.0 | Pres:29.27 | SkyDiff:64.7
2026-05-14 19:09:00 | Amb:61.0 | Hum:27 | Wind:0.0 | Pres:29.27 | SkyDiff:62.3
2026-05-14 19:24:01 | Amb:61.1 | Hum:27 | Wind:0.0 | Pres:29.27 | SkyDiff:63.3
2026-05-14 19:39:01 | Amb:61.1 | Hum:26 | Wind:0.0 | Pres:29.27 | SkyDiff:57.4
2026-05-14 19:54:01 | Amb:58.2 | Hum:30 | Wind:0.0 | Pres:29.27 | SkyDiff:59.4
2026-05-14 20:09:01 | Amb:57.0 | Hum:31 | Wind:0.0 | Pres:29.27 | SkyDiff:60.5
2026-05-14 20:24:01 | Amb:56.1 | Hum:33 | Wind:0.0 | Pres:29.27 | SkyDiff:56.5
2026-05-14 20:39:02 | Amb:55.0 | Hum:33 | Wind:0.0 | Pres:29.28 | SkyDiff:58.8
2026-05-14 20:54:02 | Amb:53.6 | Hum:36 | Wind:0.0 | Pres:29.28 | SkyDiff:57.0
2026-05-14 21:09:02 | Amb:52.2 | Hum:38 | Wind:0.0 | Pres:29.28 | SkyDiff:56.5
2026-05-14 21:24:04 | Amb:51.6 | Hum:38 | Wind:0.0 | Pres:29.28 | SkyDiff:56.6
2026-05-14 21:39:05 | Amb:49.9 | Hum:42 | Wind:0.0 | Pres:29.28 | SkyDiff:55.0
2026-05-14 21:54:06 | Amb:48.6 | Hum:45 | Wind:0.0 | Pres:29.28 | SkyDiff:54.6
2026-05-14 22:09:06 | Amb:47.6 | Hum:48 | Wind:0.0 | Pres:29.28 | SkyDiff:52.9
2026-05-14 22:24:07 | Amb:47.9 | Hum:48 | Wind:0.0 | Pres:29.28 | SkyDiff:53.0
2026-05-14 22:39:07 | Amb:47.0 | Hum:49 | Wind:0.0 | Pres:29.27 | SkyDiff:52.3
2026-05-14 22:54:08 | Amb:46.9 | Hum:53 | Wind:0.0 | Pres:29.28 | SkyDiff:53.2
2026-05-14 23:09:10 | Amb:45.1 | Hum:58 | Wind:0.0 | Pres:29.28 | SkyDiff:51.7
2026-05-14 23:24:11 | Amb:44.5 | Hum:60 | Wind:0.0 | Pres:29.29 | SkyDiff:49.9
2026-05-14 23:39:12 | Amb:44.6 | Hum:60 | Wind:0.0 | Pres:29.29 | SkyDiff:50.5
2026-05-14 23:54:13 | Amb:44.6 | Hum:58 | Wind:0.0 | Pres:29.28 | SkyDiff:50.4
2026-05-15 00:09:14 | Amb:44.1 | Hum:60 | Wind:0.0 | Pres:29.28 | SkyDiff:48.4
2026-05-15 00:24:16 | Amb:44.2 | Hum:63 | Wind:0.0 | Pres:29.27 | SkyDiff:48.4
2026-05-15 00:39:17 | Amb:43.2 | Hum:66 | Wind:0.0 | Pres:29.28 | SkyDiff:47.3
2026-05-15 00:54:19 | Amb:44.4 | Hum:60 | Wind:0.0 | Pres:29.28 | SkyDiff:47.9
2026-05-15 01:09:21 | Amb:44.0 | Hum:62 | Wind:0.0 | Pres:29.28 | SkyDiff:46.2
2026-05-15 01:24:22 | Amb:43.2 | Hum:66 | Wind:0.0 | Pres:29.28 | SkyDiff:44.1
2026-05-15 01:39:23 | Amb:43.5 | Hum:66 | Wind:0.0 | Pres:29.27 | SkyDiff:41.5
2026-05-15 01:54:25 | Amb:43.7 | Hum:65 | Wind:0.0 | Pres:29.27 | SkyDiff:34.5
2026-05-15 02:09:26 | Amb:44.6 | Hum:61 | Wind:0.0 | Pres:29.28 | SkyDiff:42.8
2026-05-15 02:24:26 | Amb:43.6 | Hum:66 | Wind:0.0 | Pres:29.27 | SkyDiff:44.5
2026-05-15 02:39:26 | Amb:42.7 | Hum:69 | Wind:0.0 | Pres:29.28 | SkyDiff:44.1
2026-05-15 02:54:26 | Amb:42.4 | Hum:70 | Wind:0.0 | Pres:29.27 | SkyDiff:47.2
2026-05-15 03:09:28 | Amb:42.5 | Hum:68 | Wind:0.0 | Pres:29.28 | SkyDiff:45.4
2026-05-15 03:24:30 | Amb:42.6 | Hum:68 | Wind:0.0 | Pres:29.27 | SkyDiff:37.5
2026-05-15 03:39:30 | Amb:43.4 | Hum:67 | Wind:0.0 | Pres:29.27 | SkyDiff:36.3
2026-05-15 03:54:31 | Amb:42.9 | Hum:68 | Wind:0.0 | Pres:29.26 | SkyDiff:32.5
2026-05-15 04:09:31 | Amb:43.5 | Hum:67 | Wind:0.0 | Pres:29.26 | SkyDiff:27.6
2026-05-15 04:24:32 | Amb:43.8 | Hum:64 | Wind:0.0 | Pres:29.25 | SkyDiff:27.5
2026-05-15 04:39:33 | Amb:44.0 | Hum:67 | Wind:0.0 | Pres:29.24 | SkyDiff:24.3
2026-05-15 04:54:33 | Amb:44.0 | Hum:66 | Wind:0.0 | Pres:29.24 | SkyDiff:25.6
2026-05-15 05:09:35 | Amb:44.4 | Hum:63 | Wind:0.0 | Pres:29.24 | SkyDiff:19.8
2026-05-15 05:24:35 | Amb:45.0 | Hum:64 | Wind:0.0 | Pres:29.24 | SkyDiff:12.9
2026-05-15 05:39:37 | Amb:44.4 | Hum:67 | Wind:0.0 | Pres:29.24 | SkyDiff:10.8
2026-05-15 05:54:38 | Amb:44.9 | Hum:66 | Wind:0.0 | Pres:29.22 | SkyDiff:18.9
2026-05-15 06:09:40 | Amb:44.7 | Hum:66 | Wind:0.0 | Pres:29.23 | SkyDiff:31.9
2026-05-15 06:24:41 | Amb:45.0 | Hum:67 | Wind:0.0 | Pres:29.23 | SkyDiff:11.0
